,ImgPath,Class
13781,data/Furniture_Data\chairs\Midcentury\20216midcentury-living-room-chairs.jpg,chairs
13782,data/Furniture_Data\chairs\Farmhouse\8948farmhouse-dining-chairs.jpg,chairs
13783,data/Furniture_Data\chairs\Tropical\26354tropical-armchairs-and-accent-chairs.jpg,chairs
13784,data/Furniture_Data\chairs\Contemporary\499contemporary-folding-chairs-and-stools.jpg,chairs
13785,data/Furniture_Data\chairs\Contemporary\3823contemporary-armchairs-and-accent-chairs.jpg,chairs
13786,data/Furniture_Data\chairs\Midcentury\19610midcentury-armchairs-and-accent-chairs.jpg,chairs
13787,data/Furniture_Data\chairs\Midcentury\19830midcentury-rocking-chairs.jpg,chairs
13788,data/Furniture_Data\chairs\Rustic\21300rustic-dining-chairs.jpg,chairs
13789,data/Furniture_Data\chairs\Contemporary\1753contemporary-dining-chairs.jpg,chairs
13790,data/Furniture_Data\chairs\Transitional\22876transitional-recliner-chairs.jpg,chairs
13791,data/Furniture_Data\chairs\Traditional\10085traditional-dining-chairs.jpg,chairs
13792,data/Furniture_Data\chairs\Transitional\26049transitional-dining-chairs.jpg,chairs
13793,data/Furniture_Data\chairs\Contemporary\144contemporary-recliner-chairs.jpg,chairs
13794,data/Furniture_Data\chairs\Transitional\20682transitional-dining-chairs.jpg,chairs
13795,data/Furniture_Data\chairs\Rustic\21194rustic-armchairs-and-accent-chairs.jpg,chairs
13796,data/Furniture_Data\chairs\Contemporary\3629contemporary-dining-chairs.jpg,chairs
13797,data/Furniture_Data\chairs\Traditional\12813traditional-armchairs-and-accent-chairs.jpg,chairs
13798,data/Furniture_Data\chairs\Transitional\23071transitional-recliner-chairs.jpg,chairs
13799,data/Furniture_Data\chairs\Transitional\22255transitional-dining-chairs.jpg,chairs
13800,data/Furniture_Data\chairs\Midcentury\18675midcentury-armchairs-and-accent-chairs.jpg,chairs
13801,data/Furniture_Data\chairs\Transitional\23178transitional-dining-chairs.jpg,chairs
13802,data/Furniture_Data\chairs\Traditional\10866traditional-armchairs-and-accent-chairs.jpg,chairs
13803,data/Furniture_Data\chairs\Victorian\26923victorian-armchairs-and-accent-chairs.jpg,chairs
13804,data/Furniture_Data\chairs\Midcentury\19379midcentury-dining-chairs.jpg,chairs
13805,data/Furniture_Data\chairs\Transitional\8769transitional-indoor-chaise-lounge-chairs.jpg,chairs
13806,data/Furniture_Data\chairs\Traditional\13147traditional-armchairs-and-accent-chairs.jpg,chairs
13807,data/Furniture_Data\chairs\Midcentury\17160midcentury-dining-chairs.jpg,chairs
13808,data/Furniture_Data\chairs\Transitional\23122transitional-armchairs-and-accent-chairs.jpg,chairs
13809,data/Furniture_Data\chairs\Traditional\13399traditional-armchairs-and-accent-chairs.jpg,chairs
13810,data/Furniture_Data\chairs\Tropical\26315tropical-armchairs-and-accent-chairs.jpg,chairs
13811,data/Furniture_Data\chairs\Modern\5988modern-armchairs-and-accent-chairs.jpg,chairs
13812,data/Furniture_Data\chairs\Traditional\12848traditional-dining-chairs.jpg,chairs
13813,data/Furniture_Data\chairs\Midcentury\19587midcentury-dining-chairs.jpg,chairs
13814,data/Furniture_Data\chairs\Contemporary\3377contemporary-folding-chairs-and-stools.jpg,chairs
13815,data/Furniture_Data\chairs\Contemporary\3803contemporary-dining-chairs.jpg,chairs
13816,data/Furniture_Data\chairs\Traditional\9828traditional-sleeper-chairs.jpg,chairs
13817,data/Furniture_Data\chairs\Contemporary\8926contemporary-armchairs-and-accent-chairs.jpg,chairs
13818,data/Furniture_Data\chairs\Contemporary\562contemporary-gliders.jpg,chairs
13819,data/Furniture_Data\chairs\Transitional\24247transitional-armchairs-and-accent-chairs.jpg,chairs
13820,data/Furniture_Data\chairs\Industrial\15630industrial-dining-chairs.jpg,chairs
13821,data/Furniture_Data\chairs\Transitional\21489transitional-armchairs-and-accent-chairs.jpg,chairs
13822,data/Furniture_Data\chairs\Traditional\13683traditional-dining-chairs.jpg,chairs
13823,data/Furniture_Data\chairs\Traditional\11444traditional-armchairs-and-accent-chairs.jpg,chairs
13824,data/Furniture_Data\chairs\Transitional\24047transitional-armchairs-and-accent-chairs.jpg,chairs
13825,data/Furniture_Data\chairs\Modern\7327modern-dining-chairs.jpg,chairs
13826,data/Furniture_Data\chairs\Rustic\21087rustic-rocking-chairs.jpg,chairs
13827,data/Furniture_Data\chairs\Transitional\24079transitional-armchairs-and-accent-chairs.jpg,chairs
13828,data/Furniture_Data\chairs\Transitional\22401transitional-dining-chairs.jpg,chairs
13829,data/Furniture_Data\chairs\Traditional\10879traditional-armchairs-and-accent-chairs.jpg,chairs
13830,data/Furniture_Data\chairs\Traditional\10071traditional-armchairs-and-accent-chairs.jpg,chairs
13831,data/Furniture_Data\chairs\Modern\7607modern-dining-chairs.jpg,chairs
13832,data/Furniture_Data\chairs\Contemporary\3727contemporary-armchairs-and-accent-chairs.jpg,chairs
13833,data/Furniture_Data\chairs\Rustic\21093rustic-rocking-chairs.jpg,chairs
13834,data/Furniture_Data\chairs\Contemporary\4064contemporary-dining-chairs.jpg,chairs
13835,data/Furniture_Data\chairs\Transitional\16067transitional-dining-chairs.jpg,chairs
13836,data/Furniture_Data\chairs\Contemporary\784contemporary-theater-seating.jpg,chairs
13837,data/Furniture_Data\chairs\Traditional\13270traditional-armchairs-and-accent-chairs.jpg,chairs
13838,data/Furniture_Data\chairs\Midcentury\17959midcentury-armchairs-and-accent-chairs.jpg,chairs
13839,data/Furniture_Data\chairs\Transitional\23462transitional-dining-chairs.jpg,chairs
13840,data/Furniture_Data\chairs\Eclectic\4903eclectic-armchairs-and-accent-chairs.jpg,chairs
13841,data/Furniture_Data\chairs\Transitional\25415transitional-dining-chairs.jpg,chairs
13842,data/Furniture_Data\chairs\Traditional\13631traditional-dining-chairs.jpg,chairs
13843,data/Furniture_Data\chairs\Transitional\22781transitional-armchairs-and-accent-chairs.jpg,chairs
13844,data/Furniture_Data\chairs\Contemporary\1351contemporary-outdoor-folding-chairs.jpg,chairs
13845,data/Furniture_Data\chairs\Modern\7573modern-dining-chairs.jpg,chairs
13846,data/Furniture_Data\chairs\Tropical\26482tropical-dining-chairs.jpg,chairs
13847,data/Furniture_Data\chairs\Modern\5901modern-armchairs-and-accent-chairs.jpg,chairs
13848,data/Furniture_Data\chairs\Farmhouse\15234farmhouse-armchairs-and-accent-chairs.jpg,chairs
13849,data/Furniture_Data\chairs\Midcentury\19110midcentury-armchairs-and-accent-chairs.jpg,chairs
13850,data/Furniture_Data\chairs\Contemporary\133contemporary-armchairs-and-accent-chairs.jpg,chairs
13851,data/Furniture_Data\chairs\Rustic\21292rustic-dining-chairs.jpg,chairs
13852,data/Furniture_Data\chairs\Transitional\8842transitional-indoor-chaise-lounge-chairs.jpg,chairs
13853,data/Furniture_Data\chairs\Midcentury\17965midcentury-armchairs-and-accent-chairs.jpg,chairs
13854,data/Furniture_Data\chairs\Traditional\12139traditional-armchairs-and-accent-chairs.jpg,chairs
13855,data/Furniture_Data\chairs\Traditional\11817traditional-dining-chairs.jpg,chairs
13856,data/Furniture_Data\chairs\Contemporary\2009contemporary-folding-chairs-and-stools.jpg,chairs
13857,data/Furniture_Data\chairs\Contemporary\3394contemporary-dining-chairs.jpg,chairs
13858,data/Furniture_Data\chairs\Traditional\12186traditional-dining-chairs.jpg,chairs
13859,data/Furniture_Data\chairs\Transitional\9391transitional-dining-chairs.jpg,chairs
13860,data/Furniture_Data\chairs\Midcentury\20047midcentury-armchairs-and-accent-chairs.jpg,chairs
13861,data/Furniture_Data\chairs\Transitional\25471transitional-dining-chairs.jpg,chairs
13862,data/Furniture_Data\chairs\Contemporary\4413contemporary-dining-chairs.jpg,chairs
13863,data/Furniture_Data\chairs\Tropical\26473tropical-dining-chairs.jpg,chairs
13864,data/Furniture_Data\chairs\Contemporary\4682contemporary-dining-chairs.jpg,chairs
13865,data/Furniture_Data\chairs\Transitional\21830transitional-dining-chairs.jpg,chairs
13866,data/Furniture_Data\chairs\Contemporary\3298contemporary-armchairs-and-accent-chairs.jpg,chairs
13867,data/Furniture_Data\chairs\Farmhouse\15325farmhouse-armchairs-and-accent-chairs.jpg,chairs
13868,data/Furniture_Data\chairs\Traditional\12884traditional-dining-chairs.jpg,chairs
13869,data/Furniture_Data\chairs\Rustic\21247rustic-dining-chairs.jpg,chairs
13870,data/Furniture_Data\chairs\Transitional\23901transitional-armchairs-and-accent-chairs.jpg,chairs
13871,data/Furniture_Data\chairs\Traditional\12774traditional-dining-chairs.jpg,chairs
13872,data/Furniture_Data\chairs\Modern\7099modern-dining-chairs.jpg,chairs
13873,data/Furniture_Data\chairs\Traditional\13174traditional-armchairs-and-accent-chairs.jpg,chairs
13874,data/Furniture_Data\chairs\Transitional\22722transitional-living-room-chairs.jpg,chairs
13875,data/Furniture_Data\chairs\Traditional\11989traditional-dining-chairs.jpg,chairs
13876,data/Furniture_Data\chairs\Traditional\12412traditional-armchairs-and-accent-chairs.jpg,chairs
13877,data/Furniture_Data\chairs\Midcentury\20420midcentury-armchairs-and-accent-chairs.jpg,chairs
13878,data/Furniture_Data\chairs\Rustic\21178rustic-dining-chairs.jpg,chairs
13879,data/Furniture_Data\chairs\Traditional\13101traditional-dining-chairs.jpg,chairs
13880,data/Furniture_Data\chairs\Midcentury\17211midcentury-armchairs-and-accent-chairs.jpg,chairs
13881,data/Furniture_Data\chairs\Transitional\8822transitional-indoor-chaise-lounge-chairs.jpg,chairs
13882,data/Furniture_Data\chairs\Transitional\25122transitional-armchairs-and-accent-chairs.jpg,chairs
13883,data/Furniture_Data\chairs\Midcentury\19559midcentury-armchairs-and-accent-chairs.jpg,chairs
13884,data/Furniture_Data\chairs\Contemporary\4145contemporary-dining-chairs.jpg,chairs
13885,data/Furniture_Data\chairs\Transitional\25032transitional-armchairs-and-accent-chairs.jpg,chairs
13886,data/Furniture_Data\chairs\Transitional\25008transitional-armchairs-and-accent-chairs.jpg,chairs
13887,data/Furniture_Data\chairs\Craftsman\28620craftsman-outdoor-dining-chairs.jpg,chairs
13888,data/Furniture_Data\chairs\Transitional\14370transitional-armchairs-and-accent-chairs.jpg,chairs
13889,data/Furniture_Data\chairs\Midcentury\18233midcentury-dining-chairs.jpg,chairs
13890,data/Furniture_Data\chairs\Rustic\21171rustic-dining-chairs.jpg,chairs
13891,data/Furniture_Data\chairs\Midcentury\17603midcentury-dining-chairs.jpg,chairs
13892,data/Furniture_Data\chairs\Midcentury\17181midcentury-armchairs-and-accent-chairs.jpg,chairs
13893,data/Furniture_Data\chairs\Eclectic\5084eclectic-folding-chairs-and-stools.jpg,chairs
13894,data/Furniture_Data\chairs\Midcentury\8320midcentury-dining-chairs.jpg,chairs
13895,data/Furniture_Data\chairs\Transitional\25525transitional-armchairs-and-accent-chairs.jpg,chairs
13896,data/Furniture_Data\chairs\Transitional\25923transitional-dining-chairs.jpg,chairs
13897,data/Furniture_Data\chairs\Contemporary\4734contemporary-dining-chairs.jpg,chairs
13898,data/Furniture_Data\chairs\Traditional\11686traditional-armchairs-and-accent-chairs.jpg,chairs
13899,data/Furniture_Data\chairs\Transitional\16761transitional-armchairs-and-accent-chairs.jpg,chairs
13900,data/Furniture_Data\chairs\Contemporary\2554contemporary-dining-chairs.jpg,chairs
13901,data/Furniture_Data\chairs\Midcentury\18414midcentury-dining-chairs.jpg,chairs
13902,data/Furniture_Data\chairs\Traditional\11783traditional-armchairs-and-accent-chairs.jpg,chairs
13903,data/Furniture_Data\chairs\Contemporary\3152contemporary-armchairs-and-accent-chairs.jpg,chairs
13904,data/Furniture_Data\chairs\Transitional\26242transitional-dining-chairs.jpg,chairs
13905,data/Furniture_Data\chairs\Midcentury\20206midcentury-armchairs-and-accent-chairs.jpg,chairs
13906,data/Furniture_Data\chairs\Contemporary\4729contemporary-dining-chairs.jpg,chairs
13907,data/Furniture_Data\chairs\Contemporary\4044contemporary-dining-chairs.jpg,chairs
13908,data/Furniture_Data\chairs\Farmhouse\34382farmhouse-outdoor-dining-chairs.jpg,chairs
13909,data/Furniture_Data\chairs\Traditional\13425traditional-dining-chairs.jpg,chairs
13910,data/Furniture_Data\chairs\Traditional\13047traditional-armchairs-and-accent-chairs.jpg,chairs
13911,data/Furniture_Data\chairs\Farmhouse\14936farmhouse-dining-chairs.jpg,chairs
13912,data/Furniture_Data\chairs\Modern\6549modern-dining-chairs.jpg,chairs
13913,data/Furniture_Data\chairs\Transitional\25678transitional-armchairs-and-accent-chairs.jpg,chairs
13914,data/Furniture_Data\chairs\Transitional\14242transitional-dining-chairs.jpg,chairs
13915,data/Furniture_Data\chairs\Transitional\23049transitional-recliner-chairs.jpg,chairs
13916,data/Furniture_Data\chairs\Farmhouse\15126farmhouse-dining-chairs.jpg,chairs
13917,data/Furniture_Data\chairs\Traditional\10070traditional-armchairs-and-accent-chairs.jpg,chairs
13918,data/Furniture_Data\chairs\Midcentury\19684midcentury-armchairs-and-accent-chairs.jpg,chairs
13919,data/Furniture_Data\chairs\Midcentury\14369midcentury-dining-chairs.jpg,chairs
13920,data/Furniture_Data\chairs\Transitional\23007transitional-living-room-chairs.jpg,chairs
13921,data/Furniture_Data\chairs\Contemporary\2047contemporary-dining-chairs.jpg,chairs
13922,data/Furniture_Data\chairs\Craftsman\14596craftsman-rocking-chairs.jpg,chairs
13923,data/Furniture_Data\chairs\Midcentury\19164midcentury-dining-chairs.jpg,chairs
13924,data/Furniture_Data\chairs\Contemporary\3774contemporary-armchairs-and-accent-chairs.jpg,chairs
13925,data/Furniture_Data\chairs\Contemporary\361contemporary-dining-chairs.jpg,chairs
13926,data/Furniture_Data\chairs\Midcentury\18422midcentury-armchairs-and-accent-chairs.jpg,chairs
13927,data/Furniture_Data\chairs\Transitional\23893transitional-armchairs-and-accent-chairs.jpg,chairs
13928,data/Furniture_Data\chairs\Modern\5614modern-armchairs-and-accent-chairs.jpg,chairs
13929,data/Furniture_Data\chairs\Midcentury\20532midcentury-dining-chairs.jpg,chairs
13930,data/Furniture_Data\chairs\Midcentury\18386midcentury-dining-chairs.jpg,chairs
13931,data/Furniture_Data\chairs\Traditional\12666traditional-armchairs-and-accent-chairs.jpg,chairs
13932,data/Furniture_Data\chairs\Transitional\15960transitional-armchairs-and-accent-chairs.jpg,chairs
13933,data/Furniture_Data\chairs\Transitional\24472transitional-armchairs-and-accent-chairs.jpg,chairs
13934,data/Furniture_Data\chairs\Contemporary\2702contemporary-dining-chairs.jpg,chairs
13935,data/Furniture_Data\chairs\Transitional\22824transitional-recliner-chairs.jpg,chairs
13936,data/Furniture_Data\chairs\Traditional\10650traditional-recliner-chairs.jpg,chairs
13937,data/Furniture_Data\chairs\Midcentury\20347midcentury-dining-chairs.jpg,chairs
13938,data/Furniture_Data\chairs\Transitional\20931transitional-dining-chairs.jpg,chairs
13939,data/Furniture_Data\chairs\Traditional\12725traditional-dining-chairs.jpg,chairs
13940,data/Furniture_Data\chairs\Contemporary\885contemporary-folding-chairs-and-stools.jpg,chairs
13941,data/Furniture_Data\chairs\Contemporary\3955contemporary-armchairs-and-accent-chairs.jpg,chairs
13942,data/Furniture_Data\chairs\Asian\19692asian-accent-and-garden-stools.jpg,chairs
13943,data/Furniture_Data\chairs\Transitional\24482transitional-armchairs-and-accent-chairs.jpg,chairs
13944,data/Furniture_Data\chairs\Contemporary\4751contemporary-folding-chairs-and-stools.jpg,chairs
13945,data/Furniture_Data\chairs\Farmhouse\8477farmhouse-dining-chairs.jpg,chairs
13946,data/Furniture_Data\chairs\Farmhouse\33478farmhouse-kids-chairs.jpg,chairs
13947,data/Furniture_Data\chairs\Traditional\10606traditional-armchairs-and-accent-chairs.jpg,chairs
13948,data/Furniture_Data\chairs\Midcentury\18151midcentury-armchairs-and-accent-chairs.jpg,chairs
13949,data/Furniture_Data\chairs\Industrial\15650industrial-armchairs-and-accent-chairs.jpg,chairs
13950,data/Furniture_Data\chairs\Midcentury\19484midcentury-armchairs-and-accent-chairs.jpg,chairs
13951,data/Furniture_Data\chairs\Traditional\12103traditional-armchairs-and-accent-chairs.jpg,chairs
13952,data/Furniture_Data\chairs\Traditional\11666traditional-dining-chairs.jpg,chairs
13953,data/Furniture_Data\chairs\Traditional\12475traditional-dining-chairs.jpg,chairs
13954,data/Furniture_Data\chairs\Craftsman\14654craftsman-armchairs-and-accent-chairs.jpg,chairs
13955,data/Furniture_Data\chairs\Contemporary\3088contemporary-folding-chairs-and-stools.jpg,chairs
13956,data/Furniture_Data\chairs\Midcentury\19207midcentury-armchairs-and-accent-chairs.jpg,chairs
13957,data/Furniture_Data\chairs\Tropical\26461tropical-armchairs-and-accent-chairs.jpg,chairs
13958,data/Furniture_Data\chairs\Traditional\10510traditional-armchairs-and-accent-chairs.jpg,chairs
13959,data/Furniture_Data\chairs\Modern\7595modern-dining-chairs.jpg,chairs
13960,data/Furniture_Data\chairs\Traditional\13830traditional-armchairs-and-accent-chairs.jpg,chairs
13961,data/Furniture_Data\chairs\Transitional\5498transitional-armchairs-and-accent-chairs.jpg,chairs
13962,data/Furniture_Data\chairs\Traditional\13763traditional-dining-chairs.jpg,chairs
13963,data/Furniture_Data\chairs\Contemporary\16849contemporary-dining-chairs.jpg,chairs
13964,data/Furniture_Data\chairs\Midcentury\19631midcentury-armchairs-and-accent-chairs.jpg,chairs
13965,data/Furniture_Data\chairs\Contemporary\2936contemporary-armchairs-and-accent-chairs.jpg,chairs
13966,data/Furniture_Data\chairs\Traditional\11837traditional-dining-chairs.jpg,chairs
13967,data/Furniture_Data\chairs\Midcentury\17389midcentury-armchairs-and-accent-chairs.jpg,chairs
13968,data/Furniture_Data\chairs\Transitional\25451transitional-armchairs-and-accent-chairs.jpg,chairs
13969,data/Furniture_Data\chairs\Contemporary\16560contemporary-dining-chairs.jpg,chairs
13970,data/Furniture_Data\chairs\Transitional\25953transitional-armchairs-and-accent-chairs.jpg,chairs
13971,data/Furniture_Data\chairs\Traditional\12528traditional-dining-chairs.jpg,chairs
13972,data/Furniture_Data\chairs\Rustic\21285rustic-dining-chairs.jpg,chairs
13973,data/Furniture_Data\chairs\Farmhouse\33326farmhouse-armchairs-and-accent-chairs.jpg,chairs
13974,data/Furniture_Data\chairs\Traditional\12191traditional-dining-chairs.jpg,chairs
13975,data/Furniture_Data\chairs\Farmhouse\33652farmhouse-dining-chairs.jpg,chairs
13976,data/Furniture_Data\chairs\Transitional\22564transitional-recliner-chairs.jpg,chairs
13977,data/Furniture_Data\chairs\Modern\5869modern-armchairs-and-accent-chairs.jpg,chairs
13978,data/Furniture_Data\chairs\Midcentury\19124midcentury-armchairs-and-accent-chairs.jpg,chairs
13979,data/Furniture_Data\chairs\Midcentury\17519midcentury-rocking-chairs.jpg,chairs
13980,data/Furniture_Data\chairs\Modern\12908modern-bar-stools-and-counter-stools.jpg,chairs
13981,data/Furniture_Data\chairs\Contemporary\1238contemporary-armchairs-and-accent-chairs.jpg,chairs
13982,data/Furniture_Data\chairs\Transitional\24095transitional-dining-chairs.jpg,chairs
13983,data/Furniture_Data\chairs\Tropical\26314tropical-armchairs-and-accent-chairs.jpg,chairs
13984,data/Furniture_Data\chairs\Transitional\24635transitional-armchairs-and-accent-chairs.jpg,chairs
13985,data/Furniture_Data\chairs\Contemporary\3153contemporary-dining-chairs.jpg,chairs
13986,data/Furniture_Data\chairs\Contemporary\1909contemporary-recliner-chairs.jpg,chairs
13987,data/Furniture_Data\chairs\Contemporary\3695contemporary-folding-chairs-and-stools.jpg,chairs
13988,data/Furniture_Data\chairs\Contemporary\4378contemporary-folding-chairs-and-stools.jpg,chairs
13989,data/Furniture_Data\chairs\Farmhouse\15259farmhouse-dining-chairs.jpg,chairs
13990,data/Furniture_Data\chairs\Midcentury\20126midcentury-armchairs-and-accent-chairs.jpg,chairs
13991,data/Furniture_Data\chairs\Eclectic\4926eclectic-living-room-chairs.jpg,chairs
13992,data/Furniture_Data\chairs\Transitional\8590transitional-armchairs-and-accent-chairs.jpg,chairs
13993,data/Furniture_Data\chairs\Transitional\22853transitional-living-room-chairs.jpg,chairs
13994,data/Furniture_Data\chairs\Transitional\5264transitional-living-room-chairs.jpg,chairs
13995,data/Furniture_Data\chairs\Transitional\25571transitional-armchairs-and-accent-chairs.jpg,chairs
13996,data/Furniture_Data\chairs\Contemporary\2264contemporary-armchairs-and-accent-chairs.jpg,chairs
13997,data/Furniture_Data\chairs\Transitional\23628transitional-armchairs-and-accent-chairs.jpg,chairs
13998,data/Furniture_Data\chairs\Traditional\12897traditional-armchairs-and-accent-chairs.jpg,chairs
13999,data/Furniture_Data\chairs\Industrial\39467industrial-outdoor-lounge-chairs.jpg,chairs
14000,data/Furniture_Data\chairs\Midcentury\18815midcentury-armchairs-and-accent-chairs.jpg,chairs
14001,data/Furniture_Data\chairs\Traditional\10635traditional-dining-chairs.jpg,chairs
14002,data/Furniture_Data\chairs\Southwestern\21375southwestern-dining-chairs.jpg,chairs
14003,data/Furniture_Data\chairs\Transitional\22460transitional-dining-chairs.jpg,chairs
14004,data/Furniture_Data\chairs\Transitional\24925transitional-dining-chairs.jpg,chairs
14005,data/Furniture_Data\chairs\Contemporary\3933contemporary-dining-chairs.jpg,chairs
14006,data/Furniture_Data\chairs\Contemporary\16550contemporary-dining-chairs.jpg,chairs
14007,data/Furniture_Data\chairs\Transitional\25027transitional-dining-chairs.jpg,chairs
14008,data/Furniture_Data\chairs\Traditional\12688traditional-armchairs-and-accent-chairs.jpg,chairs
14009,data/Furniture_Data\chairs\Southwestern\22203southwestern-armchairs-and-accent-chairs.jpg,chairs
14010,data/Furniture_Data\chairs\Midcentury\17575midcentury-dining-chairs.jpg,chairs
14011,data/Furniture_Data\chairs\Traditional\9664traditional-indoor-chaise-lounge-chairs.jpg,chairs
14012,data/Furniture_Data\chairs\Midcentury\19756midcentury-armchairs-and-accent-chairs.jpg,chairs
14013,data/Furniture_Data\chairs\Modern\6826modern-armchairs-and-accent-chairs.jpg,chairs
14014,data/Furniture_Data\chairs\Farmhouse\9386farmhouse-dining-chairs.jpg,chairs
14015,data/Furniture_Data\chairs\Contemporary\4863contemporary-armchairs-and-accent-chairs.jpg,chairs
14016,data/Furniture_Data\chairs\Traditional\10537traditional-armchairs-and-accent-chairs.jpg,chairs
14017,data/Furniture_Data\chairs\Midcentury\8546midcentury-dining-chairs.jpg,chairs
14018,data/Furniture_Data\chairs\Transitional\23294transitional-dining-chairs.jpg,chairs
14019,data/Furniture_Data\chairs\Victorian\26958victorian-armchairs-and-accent-chairs.jpg,chairs
14020,data/Furniture_Data\chairs\Contemporary\1547contemporary-armchairs-and-accent-chairs.jpg,chairs
14021,data/Furniture_Data\chairs\Contemporary\4016contemporary-dining-chairs.jpg,chairs
14022,data/Furniture_Data\chairs\Transitional\23114transitional-recliner-chairs.jpg,chairs
14023,data/Furniture_Data\chairs\Contemporary\4644contemporary-dining-chairs.jpg,chairs
14024,data/Furniture_Data\chairs\Contemporary\733contemporary-massage-chairs.jpg,chairs
14025,data/Furniture_Data\chairs\Contemporary\16517contemporary-indoor-chaise-lounge-chairs.jpg,chairs
14026,data/Furniture_Data\chairs\Modern\6518modern-dining-chairs.jpg,chairs
14027,data/Furniture_Data\chairs\Modern\6950modern-dining-chairs.jpg,chairs
14028,data/Furniture_Data\chairs\Contemporary\978contemporary-recliner-chairs.jpg,chairs
14029,data/Furniture_Data\chairs\Midcentury\17932midcentury-armchairs-and-accent-chairs.jpg,chairs
14030,data/Furniture_Data\chairs\Contemporary\2146contemporary-armchairs-and-accent-chairs.jpg,chairs
14031,data/Furniture_Data\chairs\Contemporary\2940contemporary-armchairs-and-accent-chairs.jpg,chairs
14032,data/Furniture_Data\chairs\Midcentury\19056midcentury-dining-chairs.jpg,chairs
14033,data/Furniture_Data\chairs\Midcentury\19227midcentury-dining-chairs.jpg,chairs
14034,data/Furniture_Data\chairs\Industrial\9063industrial-dining-chairs.jpg,chairs
14035,data/Furniture_Data\chairs\Transitional\8665transitional-dining-chairs.jpg,chairs
14036,data/Furniture_Data\chairs\Contemporary\3925contemporary-dining-chairs.jpg,chairs
14037,data/Furniture_Data\chairs\Transitional\25250transitional-armchairs-and-accent-chairs.jpg,chairs
14038,data/Furniture_Data\chairs\Transitional\25010transitional-dining-chairs.jpg,chairs
14039,data/Furniture_Data\chairs\Traditional\13383traditional-armchairs-and-accent-chairs.jpg,chairs
14040,data/Furniture_Data\chairs\Transitional\25262transitional-dining-chairs.jpg,chairs
14041,data/Furniture_Data\chairs\Contemporary\2464contemporary-indoor-chaise-lounge-chairs.jpg,chairs
14042,data/Furniture_Data\chairs\Transitional\26177transitional-armchairs-and-accent-chairs.jpg,chairs
14043,data/Furniture_Data\chairs\Traditional\13588traditional-armchairs-and-accent-chairs.jpg,chairs
14044,data/Furniture_Data\chairs\Traditional\13166traditional-dining-chairs.jpg,chairs
14045,data/Furniture_Data\chairs\Traditional\11278traditional-dining-chairs.jpg,chairs
14046,data/Furniture_Data\chairs\Rustic\21218rustic-dining-chairs.jpg,chairs
14047,data/Furniture_Data\chairs\Contemporary\2392contemporary-armchairs-and-accent-chairs.jpg,chairs
14048,data/Furniture_Data\chairs\Midcentury\19603midcentury-dining-chairs.jpg,chairs
14049,data/Furniture_Data\chairs\Traditional\11977traditional-dining-chairs.jpg,chairs
14050,data/Furniture_Data\chairs\Transitional\22451transitional-armchairs-and-accent-chairs.jpg,chairs
14051,data/Furniture_Data\chairs\Traditional\12585traditional-dining-chairs.jpg,chairs
14052,data/Furniture_Data\chairs\Traditional\10680traditional-folding-chairs-and-stools.jpg,chairs
14053,data/Furniture_Data\chairs\Transitional\24892transitional-dining-chairs.jpg,chairs
14054,data/Furniture_Data\chairs\Contemporary\20828contemporary-armchairs-and-accent-chairs.jpg,chairs
14055,data/Furniture_Data\chairs\Farmhouse\14799farmhouse-armchairs-and-accent-chairs.jpg,chairs
14056,data/Furniture_Data\chairs\Contemporary\16919contemporary-dining-chairs.jpg,chairs
14057,data/Furniture_Data\chairs\Midcentury\17179midcentury-indoor-chaise-lounge-chairs.jpg,chairs
14058,data/Furniture_Data\chairs\Contemporary\4034contemporary-dining-chairs.jpg,chairs
14059,data/Furniture_Data\chairs\Midcentury\14763midcentury-dining-chairs.jpg,chairs
14060,data/Furniture_Data\chairs\Midcentury\19455midcentury-armchairs-and-accent-chairs.jpg,chairs
14061,data/Furniture_Data\chairs\Southwestern\22206southwestern-armchairs-and-accent-chairs.jpg,chairs
14062,data/Furniture_Data\chairs\Modern\5942modern-dining-chairs.jpg,chairs
14063,data/Furniture_Data\chairs\Farmhouse\5409farmhouse-dining-chairs.jpg,chairs
14064,data/Furniture_Data\chairs\Modern\7952modern-dining-chairs.jpg,chairs
14065,data/Furniture_Data\chairs\Midcentury\18941midcentury-dining-chairs.jpg,chairs
14066,data/Furniture_Data\chairs\Contemporary\4600contemporary-armchairs-and-accent-chairs.jpg,chairs
14067,data/Furniture_Data\chairs\Traditional\13125traditional-armchairs-and-accent-chairs.jpg,chairs
14068,data/Furniture_Data\chairs\Transitional\23320transitional-recliner-chairs.jpg,chairs
14069,data/Furniture_Data\chairs\Industrial\38615industrial-bar-stools-and-counter-stools.jpg,chairs
14070,data/Furniture_Data\chairs\Victorian\14747victorian-dining-chairs.jpg,chairs
14071,data/Furniture_Data\chairs\Traditional\10568traditional-dining-chairs.jpg,chairs
14072,data/Furniture_Data\chairs\Transitional\16869transitional-dining-chairs.jpg,chairs
14073,data/Furniture_Data\chairs\Modern\6221modern-armchairs-and-accent-chairs.jpg,chairs
14074,data/Furniture_Data\chairs\Traditional\10673traditional-dining-chairs.jpg,chairs
14075,data/Furniture_Data\chairs\Transitional\24805transitional-dining-chairs.jpg,chairs
14076,data/Furniture_Data\chairs\Traditional\11707traditional-dining-chairs.jpg,chairs
